0,1,2,3
32011.0,13.087566,0.476002,3.0
58736.0,4.589016,1.6726,1.0
54744.0,8.397217,1.534103,1.0
29482.0,5.562772,1.689388,1.0
27698.0,10.905159,0.619091,3.0
11443.0,1.311441,1.169887,2.0
56117.0,10.64717,0.980141,3.0
39514.0,0.0,0.481918,1.0
26627.0,8.503025,0.830861,3.0
16525.0,0.43688,1.395314,2.0
24368.0,6.127867,1.102179,1.0
22160.0,12.112492,0.35968,3.0
6030.0,1.264968,1.141582,2.0
6468.0,6.067568,1.327047,2.0
22945.0,8.010964,1.681648,3.0
18520.0,3.791084,0.304072,2.0
34914.0,11.773195,1.262621,3.0
6121.0,8.339588,1.443357,2.0
38063.0,2.563092,1.464013,1.0
23410.0,5.954216,0.953782,1.0
35073.0,9.288374,0.767318,3.0
52914.0,3.976796,1.043109,1.0
16801.0,8.585227,1.455708,3.0
9533.0,1.271946,0.796506,2.0
16721.0,0.0,0.242778,2.0
5832.0,0.0,0.089749,2.0
44591.0,11.521298,0.30086,3.0
10143.0,1.139447,0.415373,2.0
21609.0,5.69909,1.391892,2.0
23817.0,2.449378,1.32256,1.0
15640.0,0.0,1.22838,2.0
8847.0,3.168365,0.053993,2.0
50939.0,10.42861,1.126257,3.0
28521.0,2.94307,1.446816,1.0
32901.0,10.441348,0.975283,3.0
42850.0,12.478764,1.628726,3.0
13499.0,5.856902,0.363883,2.0
40345.0,2.47642,0.096075,1.0
43547.0,1.826637,0.811457,1.0
70758.0,4.324451,0.328235,1.0
19780.0,1.376085,1.178359,2.0
44484.0,5.342462,0.394527,1.0
54462.0,11.835521,0.693301,3.0
20085.0,12.423687,1.424264,3.0
42291.0,12.161273,0.071131,3.0
47550.0,8.14836,1.649194,3.0
11938.0,1.531067,1.549756,2.0
40699.0,3.200912,0.309679,1.0
70908.0,8.862691,0.530506,1.0
73989.0,6.370551,0.36935,1.0
11872.0,2.468841,0.14506,2.0
48463.0,11.054212,0.141508,3.0
15987.0,2.03708,0.715243,2.0
70036.0,13.36403,0.549972,1.0
32967.0,10.249135,0.192735,3.0
63249.0,10.464252,1.669767,1.0
42795.0,9.424574,0.013725,3.0
14459.0,4.458902,0.268444,2.0
19973.0,0.0,0.575976,2.0
5494.0,9.686082,1.029808,3.0
67902.0,13.649402,1.052618,1.0
25621.0,13.181148,0.273014,3.0
27545.0,3.877472,0.4016,1.0
58656.0,1.413952,0.45138,1.0
7327.0,4.248986,1.430249,2.0
64555.0,8.779183,0.845947,1.0
8998.0,4.156252,0.097109,2.0
11752.0,5.580018,0.158401,2.0
76319.0,15.04044,1.366898,1.0
27665.0,12.79387,1.307323,3.0
67417.0,3.254877,0.669546,1.0
21808.0,10.725607,0.588588,3.0
15326.0,8.256473,0.765891,2.0
20057.0,8.033892,1.618562,3.0
79341.0,10.702532,0.204792,1.0
15636.0,5.062996,1.132555,2.0
35602.0,10.772286,0.668721,3.0
28544.0,1.892354,0.837028,1.0
57663.0,1.019966,0.37232,1.0
78727.0,15.546043,0.729742,1.0
68255.0,11.638205,0.409125,1.0
14964.0,3.427886,0.975616,2.0
21835.0,11.246174,1.475586,3.0
7487.0,0.0,0.645045,2.0
8700.0,0.0,1.424017,2.0
26226.0,8.242553,0.279069,3.0
65899.0,8.70006,0.101807,1.0
6543.0,0.812344,0.260334,2.0
46556.0,2.448235,1.176829,1.0
71038.0,13.230078,0.616147,1.0
47657.0,0.236133,0.34084,1.0
19600.0,11.155826,0.335131,3.0
37422.0,11.029636,0.505769,3.0
1363.0,2.901181,1.646633,2.0
26535.0,3.924594,1.14312,1.0
47707.0,2.524806,1.292848,1.0
38055.0,3.527474,1.449158,1.0
6286.0,3.384281,0.889268,2.0
10747.0,0.0,1.107592,2.0
44883.0,11.89889,0.406441,3.0
56823.0,3.529892,1.375844,1.0
68086.0,11.442677,0.696919,1.0
70242.0,10.308145,0.422722,1.0
11409.0,8.540529,0.727373,2.0
67671.0,7.156949,1.691682,1.0
61238.0,0.720675,0.847574,1.0
17774.0,0.229405,1.038603,2.0
53376.0,3.399331,0.077501,1.0
30930.0,6.157239,0.580133,1.0
28987.0,1.239698,0.719989,1.0
13655.0,6.036854,0.016548,2.0
7227.0,5.258665,0.933722,2.0
40409.0,12.393001,1.571281,3.0
13605.0,9.627613,0.935842,2.0
26400.0,11.130453,0.59761,3.0
13491.0,8.842595,0.349768,3.0
30232.0,10.69001,1.456595,3.0
43253.0,5.714718,1.67478,3.0
55536.0,3.052505,1.335804,1.0
8807.0,0.0,0.059025,2.0
25783.0,9.945307,1.287952,3.0
22812.0,2.719723,1.142148,1.0
77826.0,11.154055,1.608486,1.0
38172.0,2.687918,0.660836,1.0
31676.0,10.037847,0.962245,3.0
74038.0,12.404762,1.11208,1.0
44738.0,10.237305,0.633422,3.0
17410.0,4.745392,0.66252,2.0
5688.0,4.639461,1.569431,2.0
36642.0,3.14931,0.639669,1.0
29956.0,13.406875,1.639194,3.0
60350.0,6.068668,0.881241,1.0
23758.0,9.477022,0.899002,3.0
25780.0,3.89762,0.560201,2.0
11342.0,5.463615,1.203677,2.0
36109.0,3.369267,1.575043,1.0
14292.0,5.234562,0.825954,2.0
11160.0,0.0,0.72217,2.0
23762.0,12.979069,0.504068,3.0
39567.0,5.376564,0.557476,1.0
25647.0,13.52791,1.586732,3.0
14814.0,2.196889,0.784587,2.0
73590.0,10.691748,0.007509,1.0
35187.0,1.659242,0.447066,1.0
49459.0,8.369667,0.656697,3.0
31657.0,13.157197,0.143248,3.0
6259.0,8.199667,0.908508,2.0
33101.0,4.441669,0.439381,3.0
27107.0,9.846492,0.644523,3.0
17824.0,0.01954,0.977949,2.0
43536.0,8.253774,0.7487,3.0
67705.0,6.03862,1.509646,1.0
35283.0,6.091587,1.694641,3.0
71308.0,8.98682,1.225165,1.0
31054.0,11.508473,1.624296,3.0
52387.0,8.807734,0.713922,3.0
40328.0,0.0,0.816676,1.0
34844.0,8.889202,1.665414,3.0
11607.0,3.178117,0.542752,2.0
64306.0,7.013795,0.139909,1.0
32721.0,9.605014,0.065254,3.0
33170.0,1.23054,1.331674,1.0
37192.0,10.412811,0.890803,3.0
13089.0,0.0,0.567161,2.0
66491.0,9.699991,0.122011,1.0
15941.0,0.0,0.061191,2.0
4272.0,4.455293,0.272135,2.0
48812.0,3.020977,1.502803,1.0
28818.0,8.099278,0.216317,3.0
35394.0,1.157764,1.603217,1.0
71791.0,10.105396,0.121067,1.0
40668.0,11.230148,0.408603,3.0
39580.0,9.070058,0.011379,3.0
11786.0,0.56646,0.478837,2.0
19251.0,0.0,0.4873,2.0
56594.0,8.956369,1.193484,3.0
54495.0,1.523057,0.620528,1.0
11844.0,2.749006,0.169855,2.0
45465.0,9.235393,0.18835,3.0
31033.0,10.555573,0.403927,3.0
16633.0,6.956372,1.519308,2.0
13887.0,0.636281,1.273984,2.0
52603.0,3.574737,0.075163,1.0
72000.0,9.032486,1.461809,1.0
68497.0,5.958993,0.023012,1.0
35135.0,2.4353,1.211744,1.0
26397.0,10.539731,1.638248,3.0
7313.0,7.646702,0.056513,2.0
91273.0,20.919349,0.644571,1.0
24743.0,1.424726,0.838447,1.0
31690.0,6.748663,0.890223,3.0
15432.0,2.289167,0.114881,2.0
58394.0,5.548377,0.402238,1.0
33962.0,6.057227,0.432666,1.0
31442.0,10.828595,0.559955,3.0
31044.0,11.31816,0.271094,3.0
29938.0,13.265311,0.633903,3.0
9875.0,0.0,1.496715,2.0
51542.0,6.517133,0.402519,3.0
11878.0,4.934374,1.520028,2.0
69241.0,10.151738,0.896433,1.0
37776.0,2.425781,1.559467,1.0
68997.0,9.778962,1.195498,1.0
67416.0,12.21995,0.657677,1.0
59225.0,7.394151,0.954434,1.0
29138.0,8.518535,0.742546,3.0
5962.0,2.7987,0.662632,2.0
10847.0,0.63793,0.617373,2.0
70527.0,10.75049,0.097415,1.0
9610.0,0.625382,0.140969,2.0
64734.0,10.027968,0.282787,1.0
25941.0,9.817347,0.364197,3.0
2763.0,0.646828,1.266069,2.0
55601.0,3.347111,0.914294,1.0
31128.0,11.816892,0.193798,3.0
5181.0,0.0,1.480198,2.0
69982.0,10.945666,0.993219,1.0
52440.0,10.244706,0.280539,3.0
57350.0,2.579801,1.149172,1.0
57869.0,2.63041,0.098869,1.0
56557.0,11.7462,1.695517,3.0
42342.0,8.104232,1.326277,3.0
15560.0,12.409743,0.790295,3.0
34826.0,12.167844,1.328086,3.0
8569.0,3.198408,0.299287,2.0
77623.0,16.055513,0.541052,1.0
78184.0,7.138659,0.158481,1.0
7036.0,4.831041,0.761419,2.0
69616.0,10.08289,1.373611,1.0
21546.0,10.066867,0.78847,3.0
36715.0,8.129538,0.329913,3.0
20522.0,3.012463,1.138108,2.0
42349.0,3.720391,0.845974,1.0
9037.0,0.773493,1.148256,2.0
26728.0,10.962941,1.037324,3.0
587.0,0.177621,0.162614,2.0
48915.0,3.085853,0.967899,1.0
9824.0,8.426781,0.202558,2.0
4135.0,1.825927,1.128347,2.0
9666.0,2.185155,1.010173,2.0
59333.0,7.184595,1.261338,1.0
36198.0,0.0,0.116525,1.0
34909.0,8.901752,1.033527,3.0
47516.0,2.451497,1.358795,1.0
55807.0,3.213631,0.432044,1.0
14036.0,3.974739,0.723929,2.0
42856.0,9.601306,0.619232,3.0
64007.0,8.363897,0.445341,1.0
59428.0,6.381484,1.365019,1.0
13730.0,0.0,1.403914,2.0
41740.0,9.609836,1.438105,3.0
63546.0,9.904741,0.985862,1.0
30417.0,7.185807,1.489102,3.0
69636.0,5.466703,1.216571,1.0
64660.0,0.0,0.915898,1.0
14883.0,4.575443,0.535671,2.0
7965.0,3.277076,1.010868,2.0
68620.0,10.246623,1.239634,1.0
8738.0,2.341735,1.060235,2.0
7544.0,3.201046,0.498843,2.0
6377.0,6.066013,0.120927,2.0
36842.0,8.829379,0.895657,3.0
81046.0,15.833048,1.568245,1.0
67736.0,13.516711,1.220153,1.0
32492.0,0.664284,1.116755,1.0
39299.0,6.325139,0.605109,3.0
77289.0,8.677499,0.344373,1.0
33835.0,8.188005,0.964896,3.0
71890.0,9.414263,0.38403,1.0
32054.0,9.196547,1.138253,3.0
38579.0,10.202968,0.452363,3.0
55984.0,2.119439,1.481661,1.0
72694.0,13.635078,0.858314,1.0
42299.0,0.083443,0.701669,1.0
26635.0,9.149096,1.051446,3.0
8579.0,1.933803,1.374388,2.0
37302.0,14.115544,0.676198,3.0
22878.0,8.933736,0.943352,3.0
4364.0,2.661254,0.946117,2.0
4985.0,0.988432,1.305027,2.0
37068.0,2.063741,1.125946,1.0
41137.0,2.22059,0.690754,1.0
67759.0,6.424849,0.806641,1.0
11831.0,1.156153,1.613674,2.0
34502.0,3.03272,0.601847,1.0
4088.0,3.076828,0.952089,2.0
15199.0,0.0,0.318105,2.0
17309.0,7.75048,0.554015,3.0
42816.0,10.958135,1.4825,3.0
43751.0,10.222018,0.488678,3.0
58335.0,2.367988,0.435741,1.0
75039.0,7.686054,1.381455,1.0
42878.0,11.464879,1.481589,3.0
42770.0,11.075735,0.089726,3.0
8848.0,3.543989,0.345853,2.0
31340.0,8.123889,1.28288,3.0
41413.0,4.331769,0.754467,3.0
12731.0,0.120865,1.211961,2.0
22447.0,6.116109,0.701523,3.0
33564.0,7.474534,0.50579,3.0
48907.0,8.819454,0.649292,3.0
8762.0,6.802144,0.615284,2.0
46696.0,12.666325,0.93196,3.0
36851.0,8.63618,0.399333,3.0
67639.0,11.730991,1.289833,1.0
171.0,8.132449,0.039062,2.0
26674.0,10.296589,1.496144,3.0
8739.0,7.583906,1.005764,2.0
66668.0,9.777806,0.496377,1.0
68732.0,8.833546,0.513876,1.0
69995.0,4.907899,1.518036,1.0
82008.0,8.362736,1.285939,1.0
25054.0,9.084726,1.606312,3.0
33085.0,14.164141,0.56097,3.0
41379.0,9.080683,0.98992,3.0
39417.0,6.522767,0.038548,3.0
12556.0,3.690342,0.462281,2.0
39432.0,3.563706,0.242019,1.0
38010.0,1.06587,1.141569,1.0
69306.0,6.683796,1.456317,1.0
38000.0,1.712874,0.243945,1.0
46321.0,13.109929,1.280111,3.0
66293.0,11.32791,0.780977,1.0
22730.0,4.545711,1.233254,1.0
5952.0,3.367889,0.468104,2.0
72308.0,8.326224,0.567347,1.0
60338.0,8.978339,1.442034,1.0
13301.0,5.655826,1.582159,2.0
27884.0,8.855312,0.570684,3.0
11188.0,6.649568,0.544233,2.0
56796.0,3.966325,0.85041,1.0
8571.0,1.924045,1.664782,2.0
4914.0,6.004812,0.280369,2.0
10784.0,0.0,0.375849,2.0
39296.0,9.923018,0.092192,3.0
13113.0,2.389084,0.119284,2.0
70204.0,13.663189,0.133251,1.0
46813.0,11.434976,0.321216,3.0
11697.0,0.35827,1.292858,2.0
44183.0,9.598873,0.223524,3.0
2225.0,6.375275,0.60804,2.0
29066.0,11.580532,0.458401,3.0
4245.0,5.319324,1.59807,2.0
34379.0,4.324031,1.603481,1.0
44441.0,2.35837,1.273204,1.0
2022.0,0.0,1.182708,2.0
26866.0,12.824376,0.890411,3.0
57070.0,1.587247,1.456982,1.0
32932.0,8.510324,1.520683,3.0
51967.0,10.428884,1.187734,3.0
44432.0,8.346618,0.042318,3.0
67066.0,7.541444,0.809226,1.0
17262.0,2.540946,1.583286,2.0
79728.0,9.473047,0.692513,1.0
14259.0,0.352284,0.47408,2.0
6122.0,0.0,0.589826,2.0
76879.0,12.405171,0.567201,1.0
11426.0,4.126775,0.871452,2.0
2493.0,0.034087,0.335848,2.0
19910.0,1.177634,0.075106,2.0
10939.0,0.0,0.479996,2.0
17716.0,0.994909,0.611135,2.0
31390.0,11.053664,1.180117,3.0
20375.0,0.0,1.679729,2.0
26309.0,2.495011,1.459589,1.0
33484.0,11.516831,0.001156,3.0
45944.0,9.213215,0.797743,3.0
4249.0,5.332865,0.109288,2.0
6089.0,0.0,1.689771,2.0
7513.0,0.0,1.126053,2.0
27862.0,12.640062,1.690903,3.0
39038.0,2.693142,1.317518,1.0
19218.0,3.328969,0.268271,2.0
62911.0,7.193166,1.117456,1.0
77758.0,6.615512,1.521012,1.0
27940.0,8.000567,0.835341,3.0
2194.0,4.017541,0.512104,2.0
37072.0,13.245859,0.927465,3.0
15585.0,5.970616,0.813624,2.0
25577.0,11.668719,0.886902,3.0
8777.0,4.283237,1.272728,2.0
29016.0,10.742963,0.971401,3.0
21910.0,12.326672,1.592608,3.0
12916.0,0.0,0.344622,2.0
10976.0,0.0,0.922846,2.0
79065.0,10.602095,0.573686,1.0
36759.0,10.861859,1.155054,3.0
50011.0,1.229094,1.63869,1.0
1155.0,0.410392,1.313401,2.0
71600.0,14.552711,0.616162,1.0
30817.0,14.178043,0.616313,3.0
54559.0,14.13626,0.362388,1.0
29764.0,0.093534,1.207194,1.0
69100.0,10.929021,0.40311,1.0
47324.0,11.432919,0.825959,3.0
73199.0,9.134527,0.586846,1.0
44461.0,5.071432,1.42142,1.0
45617.0,11.460254,1.541749,3.0
28221.0,11.620039,1.103553,3.0
7091.0,4.022079,0.207307,2.0
6110.0,3.057842,1.631262,2.0
79016.0,7.782169,0.404385,1.0
18289.0,7.981741,0.929789,3.0
43679.0,4.601363,0.268326,1.0
22075.0,2.595564,1.115375,1.0
23535.0,10.049077,0.391045,3.0
25301.0,3.265444,1.57297,2.0
32256.0,11.780282,1.511014,3.0
36951.0,3.075975,0.286284,1.0
31290.0,1.795307,0.194343,1.0
38953.0,11.106979,0.202415,3.0
35257.0,5.994413,0.800021,1.0
25847.0,9.706062,1.012182,3.0
32680.0,10.582992,0.836025,3.0
62018.0,7.038266,1.458979,1.0
9074.0,0.023771,0.015314,2.0
33004.0,12.823982,0.676371,3.0
44588.0,3.61777,0.493483,1.0
32565.0,8.346684,0.253317,3.0
38563.0,6.104317,0.099207,1.0
75668.0,16.207776,0.584973,1.0
9069.0,6.401969,1.691873,2.0
53395.0,2.298696,0.559757,1.0
28631.0,7.661515,0.055981,3.0
71036.0,6.353608,1.645301,1.0
71142.0,10.44278,0.33587,1.0
37653.0,3.834509,1.346121,1.0
76839.0,10.998587,0.584555,1.0
9916.0,2.695935,1.512111,2.0
38889.0,3.356646,0.32423,1.0
39075.0,14.677836,0.793183,3.0
48071.0,1.551934,0.130902,1.0
7275.0,2.464739,0.223502,2.0
41804.0,1.533216,1.007481,1.0
35665.0,12.473921,0.16291,3.0
67956.0,6.491596,0.032576,1.0
41892.0,10.506276,1.510747,3.0
38844.0,4.380388,0.748506,1.0
74197.0,13.670988,1.687944,1.0
14201.0,8.317599,0.390409,2.0
3908.0,0.0,0.556245,2.0
2459.0,0.0,0.290218,2.0
32027.0,10.095799,1.188148,3.0
12870.0,0.860695,1.482632,2.0
9880.0,1.557564,0.711278,2.0
72784.0,10.072779,0.75603,1.0
17521.0,0.0,0.431468,2.0
50283.0,7.140817,0.883813,3.0
33536.0,11.384548,1.438307,3.0
9452.0,3.214568,1.083536,2.0
37457.0,11.720655,0.301636,3.0
17724.0,6.374475,1.475925,3.0
43869.0,5.749684,0.198875,3.0
264.0,3.871808,0.552602,2.0
25736.0,8.336309,0.636238,3.0
39584.0,9.710442,1.503735,3.0
31246.0,1.532611,1.433898,1.0
49567.0,9.785785,0.984614,3.0
7052.0,2.633627,1.097866,2.0
35493.0,9.238935,0.494701,3.0
10986.0,1.205656,1.398803,2.0
49508.0,3.124909,1.670121,1.0
5734.0,7.935489,1.585044,2.0
65479.0,12.746636,1.560352,1.0
77268.0,10.732563,0.545321,1.0
28490.0,3.977403,0.766103,1.0
13546.0,4.194426,0.450663,2.0
37166.0,9.610286,0.142912,3.0
16381.0,4.797555,1.260455,2.0
10848.0,1.615279,0.093002,2.0
35405.0,4.614771,1.027105,1.0
15917.0,0.0,1.369726,2.0
6131.0,0.608457,0.51222,2.0
67432.0,6.558239,0.667579,1.0
30354.0,12.315116,0.197068,3.0
69696.0,7.014973,1.494616,1.0
33481.0,8.822304,1.194177,3.0
43075.0,10.086796,0.570455,3.0
38343.0,7.241614,1.661627,3.0
14318.0,4.602395,1.511768,2.0
5367.0,7.434921,0.079792,2.0
37894.0,10.46757,1.595418,3.0
36172.0,9.948127,0.003663,3.0
40123.0,2.478529,1.568987,1.0
10976.0,5.938545,0.87854,2.0
12705.0,0.0,0.948004,2.0
12495.0,5.559181,1.357926,2.0
35681.0,9.776654,0.535966,3.0
46202.0,3.092056,0.490906,1.0
11505.0,0.0,1.623311,2.0
22834.0,4.459495,0.538867,1.0
49901.0,8.334306,1.6466,3.0
71932.0,11.226654,0.384686,1.0
13279.0,3.904737,1.597294,2.0
49112.0,7.038205,1.211329,3.0
77129.0,9.83612,1.05434,1.0
37447.0,1.990976,0.378081,1.0
62397.0,9.005302,0.485385,1.0
0.0,1.77251,1.039873,2.0
15476.0,0.458674,0.81956,2.0
40625.0,10.003919,0.231658,3.0
36706.0,0.520807,1.476008,1.0
28580.0,10.678214,1.431837,3.0
25862.0,4.425992,1.363842,1.0
63488.0,12.035355,0.831222,1.0
33944.0,10.606732,1.253858,3.0
30099.0,1.568653,0.684264,1.0
13725.0,2.545434,0.024271,2.0
36768.0,10.264062,0.982593,3.0
64656.0,9.866276,0.685218,1.0
14927.0,0.142704,0.057455,2.0
43231.0,9.85327,1.521432,3.0
66087.0,6.596604,1.653574,1.0
19806.0,2.602287,1.321481,2.0
41081.0,10.411776,0.664168,3.0
10277.0,7.083449,0.622589,2.0
7014.0,2.080068,1.254441,2.0
17275.0,0.522844,1.622458,2.0
31600.0,10.362,1.544827,3.0
59956.0,3.412967,1.03541,1.0
42181.0,6.796548,1.112153,3.0
51743.0,4.092035,0.075804,1.0
5194.0,2.763811,1.564325,2.0
30832.0,12.547439,1.402443,3.0
7976.0,5.708052,1.596152,2.0
14602.0,4.558025,0.375806,2.0
41571.0,11.642307,0.438553,3.0
55028.0,3.222443,0.121399,1.0
5837.0,4.736156,0.029871,2.0
39808.0,10.839526,0.836323,3.0
20944.0,4.194791,0.235483,2.0
22146.0,14.936259,0.888582,3.0
42169.0,3.310699,1.521855,1.0
7010.0,2.971931,0.034321,2.0
3807.0,9.261667,0.537807,2.0
29241.0,7.791833,1.111416,3.0
52696.0,1.48047,1.02875,1.0
42545.0,3.677287,0.244167,1.0
24437.0,2.202967,1.370399,1.0
16037.0,5.796735,0.935893,2.0
8493.0,3.063333,0.144089,2.0
68080.0,11.233094,0.492487,1.0
59016.0,1.96557,0.005697,1.0
11810.0,8.616719,0.137419,2.0
68630.0,6.609989,1.083505,1.0
7629.0,1.712639,1.086297,2.0
71992.0,10.117445,1.299319,1.0
13398.0,0.0,1.104178,2.0
26241.0,9.824777,1.346821,3.0
11160.0,1.653089,0.980949,2.0
76701.0,18.178822,1.473671,1.0
32174.0,6.781126,0.88534,3.0
45043.0,8.20675,1.549223,3.0
42173.0,10.081853,1.376745,3.0
69801.0,6.288742,0.112799,1.0
41737.0,3.695937,1.543589,1.0
46979.0,6.726151,1.06938,3.0
79267.0,12.969999,1.568223,1.0
4615.0,2.66139,1.531933,2.0
32907.0,7.072764,1.117386,3.0
37444.0,9.123366,1.318988,3.0
569.0,3.743946,1.039546,2.0
8723.0,2.3413,0.219361,2.0
6024.0,0.541913,0.592348,2.0
52252.0,2.310828,1.436753,1.0
8358.0,6.226597,1.427316,2.0
